site	YAL017W	YAR019C	YBL009W	YBL016W	YBL056W	YBL088C	YBR028C	YBR059C	YBR097W	YBR125C	YBR160W	YBR274W	YBR276C	YCR008W	YCR079W	YCR091W	YDL006W	YDL025C	YDL028C	YDL047W	YDL079C	YDL101C	YDL108W	YDL134C	YDL188C	YDL214C	YDL230W	YDR075W	YDR122W	YDR247W	YDR283C	YDR466W	YDR477W	YDR523C	YER129W	YFR014C	YGL021W	YGL059W	YGL179C	YGL180W	YGR040W	YGR123C	YGR188C	YGR203W	YGR262C	YHR030C	YHR076W	YHR082C	YHR135C	YIL035C	YIL042C	YIL095W	YIL113W	YIR026C	YJL095W	YJL106W	YJL128C	YJL164C	YJL165C	YJL187C	YJR059W	YJR066W	YKL048C	YKL101W	YKL116C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YKL171W	YKL198C	YLL010C	YLL019C	YLR019W	YLR096W	YLR113W	YLR240W	YLR248W	YLR362W	YLR433C	YML016C	YML057W	YMR104C	YMR139W	YMR216C	YMR291W	YNL020C	YNL032W	YNL099C	YNL154C	YNL161W	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOL045W	YOL100W	YOL113W	YOL128C	YOR061W	YOR090C	YOR119C	YOR208W	YOR231W	YOR233W	YOR267C	YOR351C	YPL026C	YPL031C	YPL042C	YPL140C	YPL141C	YPL150W	YPL179W	YPL203W	YPL204W	YPL236C	YPR054W	YPR073C	YPR106W	YPR111W	YPR161C
YOR220W_S185_S190_S193		-0.953																	-0.17800000000000002				0.32799999999999996	-0.337																					-0.141								-0.222						0.14300000000000002											-0.16899999999999998			-1.55		-0.818	-0.08900000000000001								0.833								0.022000000000000002			0.253			-0.5529999999999999																										0.37
YOR220W_S185_T189																																-0.385																																												-0.29																																																
YOR220W_S186_S190		-0.33899999999999997																-0.257								-0.639																		-0.606										-0.434								0.631		-0.037000000000000005					-1.265													-0.132				-0.302						0.036000000000000004											0.024	1.67																				
YOR220W_S186_S190_S193																									0.19											0.27																																																			0.40299999999999997						0.6609999999999999																															
YOR220W_S186_T189_S193																													-0.18899999999999997																																																																									-0.469																						
YOR220W_S187_S190			-0.7140000000000001		-0.066											-0.732	0.077			-0.557								-0.7040000000000001												0.004						-0.586						-0.696				1.1520000000000001	-0.204	-1.075		1.335																				-0.56											0.47600000000000003				0.207												0.18				-0.325	-0.418	-0.032			-0.745	-0.98					-0.68		
YOR220W_S187_S190_S193												0.6779999999999999																						-0.114				0.222	0.001												0.159						0.66						0.228					-0.068						0.073						-1.291									-0.922	-1.652									0.414														0.47	0.501							0.369			
YOR220W_S187_T189																															0.04											-0.27																								0.623																																											-0.09															
YOR220W_S188_T189														0.166										-0.188	0.17																-0.14400000000000002		-0.098								0.018000000000000002																	-0.354						-0.22399999999999998																			0.759			0.037000000000000005		-0.255																										
YOR220W_T189_S190																																																																																								-0.626																																				
YOR227W_S153_S156																																																																																																																	9.304	7.9479999999999995										
YOR227W_T215_T219		-0.1			-0.20800000000000002	0.002																											-0.5529999999999999															0.161								0.141	-0.17				0.023																																													-0.259								-0.12300000000000001										
YOR227W_T45_T56																								3.042					1.025										-0.486																							-0.409		0.528				-0.306					0.787	0.34700000000000003			0.293			0.155																	0.185			0.21100000000000002		0.585	0.133							-1.127														
YOR233W_S384_S388																																																													0.20199999999999999																												-0.945																																			
YOR233W_T383_S388		-0.233			-0.919	-1.094				-2.177	1.176				0.20600000000000002	-0.28			-0.43200000000000005			-0.353								-0.054000000000000006					-0.355												-0.532																														0.509			-0.7240000000000001																	0.424			0.447						-0.488												0.121						0.243
YOR239W_S321_S326					0.16699999999999998	-0.177				0.42200000000000004		-0.27699999999999997				-0.188				-0.192				-1.425					-0.124			-0.664		0.071	-0.33899999999999997	-1.23	-0.42700000000000005		-0.15	0.21600000000000003	-0.26		-0.722				-0.106			-3.444	-0.769					-0.413	0.22699999999999998			0.3								-0.204						0.152			0.17			-0.304		-0.08900000000000001					-1.131		-0.747								0.231	-1.214		0.20600000000000002	-0.21100000000000002	-2.862						-0.41200000000000003			-0.386		-0.242	-0.162	-0.15				-0.311		0.302			
YOR239W_S321_S326_T328																																	0.258																												-6.087999999999999																																																															
YOR239W_S321_T328																																																														-0.612		-1.304						-0.588		-0.297			-0.531										-0.449																																							
YOR239W_T312_S326		-0.693		-0.035					-1.6019999999999999										-0.121		0.563	-0.59	-0.353							0.047	-0.28600000000000003																	0.10800000000000001																	0.10800000000000001	-0.337	-1.296											-2.938						-0.08900000000000001							-0.145	0.344		-2.6239999999999997										-0.271					0.14800000000000002			-0.867					-1.47							0.04
YOR261C_S311_S317_S319	0.625																																		-0.5710000000000001												-0.01							0.526																													0.687				1.258													-0.23800000000000002										0.28300000000000003													0.5429999999999999	
YOR261C_S311_S317_S321																																					-0.716						1.084																																																											0.597																						
YOR261C_S314_S317					-0.003	-0.551						1.361				0.025														-0.114										-0.5479999999999999																																																																																				
YOR261C_S314_S317_S319							-0.111								0.38799999999999996		-0.8170000000000001																0.9620000000000001			1.272			0.9620000000000001												0.584												0.08800000000000001					0.8190000000000001			1.045			1.0959999999999999					0.66		0.835							-0.075	-0.9259999999999999	0.898																-0.152																		
YOR261C_S314_S317_T327													2.076																			0.629																																																																																												
YOR261C_S314_S319	0.537									-0.166								0.192						-0.134					0.607			0.193									0.11			0.45899999999999996												-0.629			0.456	0.614													0.984	0.034			-0.095						0.302	1.686	0.473	-0.462	0.7175			0.7020000000000001					0.643			0.159	0.47950000000000004	-0.121		1.1340000000000001								0.34299999999999997	-0.105												0.45299999999999996	
YOR261C_S314_S321												1.3430000000000002			0.522											-0.173			0.24			-0.313		0.527	-0.618		-0.198		0.649		-0.26		0.847				-0.314		0.34299999999999997		0.588																				0.917			0.715						-0.6809999999999999						0.315		0.18	-0.557	0.62			-0.358			0.841									-1.095			-0.057							0.20199999999999999						0.23399999999999999			
YOR261C_S317_S319		0.299	0.159	0.34							0.39249999999999996		0.44799999999999995												-0.177		0.6809999999999999				0.052000000000000005															-0.021			0.237			-0.382					-0.727								0.247		-0.062																													0.18		-0.5429999999999999						-1.5030000000000001	-0.151				-0.439		-0.32299999999999995	-0.39	0.652	0.511		0.126		-0.723						-0.49
YOR261C_S317_S321																																																		-1.371					-0.16399999999999998																										0.397																																							0.638				
YOR261C_S317_T327		-0.14400000000000002															0.151																																							-0.28800000000000003					0.158		-0.043																													0.34600000000000003												0.27699999999999997																				
YOR261C_S319_S321																			0.293				-0.45399999999999996																									-0.134																																				0.5770000000000001								-0.736																																
YOR261C_S319_T327															0.146																																																																																																													
YOR267C_S47_S50			0.207	-0.12300000000000001				0.253	-0.155			-0.203									-0.475	-0.44299999999999995						1.08			-0.307			0.154	0.539							-0.215		1.004								0.578					0.29	-0.11699999999999999							-0.302	-0.986											0.7040000000000001	-0.083				-0.366												1.475	0.204		0.162			0.19							0.129		-0.165		-0.5770000000000001	-0.012	-0.644	0.19699999999999998			0.8		0.235			-1.038		-1.162
YOR267C_T150_S152																																					-0.9229999999999999																																																																																							
YOR267C_T150_S156																																	-0.355																												-0.2											1.329																																		-0.951																		
YOR273C_T606_T608										0.20800000000000002																																																																																																																		
YOR276W_S78_C82			0.005	0.44299999999999995				-0.188		0.5589999999999999							0.307													-0.021	0.005				-0.33	0.043				-0.382		0.10400000000000001		0.7140000000000001	0.37200000000000005	0.0	0.18100000000000002					-1.037					-0.508	-0.716		-0.009000000000000001		0.35	0.084	-0.261	0.299	1.168	0.057			0.243		0.121			-0.10300000000000001		-0.07		-0.207	0.083					-0.263						0.508						-0.315			-0.065			-0.247		-0.9850000000000001		0.47100000000000003	-0.322	-0.121		0.44299999999999995	0.067	0.292	-6.975		-0.292	-0.509		-0.377			-0.272		0.107
YOR276W_S91_T101	1.5819999999999999	1.02		1.165			0.769	1.795			-0.297			1.442									0.034					-1.194		1.521	0.043	-0.002						-0.598																				-0.546				0.608					1.965												-0.385		2.7510000000000003						0.426																-0.106						0.41700000000000004	0.647							-1.287		0.912			-0.298	0.184	-1.083
YOR276W_S91_T102			-0.985															0.047	-0.46399999999999997	2.555				0.374		1.002			-0.47200000000000003								0.001		0.69		-0.17					-9.39			1.206		2.457	-1.238																0.674						0.51			-0.632			0.405		-0.22899999999999998														1.791	0.027999999999999997	1.713			0.364	-1.714						0.8240000000000001							0.634	-0.9279999999999999				-0.046				
YOR276W_T99_T101																																																								-0.054000000000000006				1.247																																																																
YOR276W_T99_T102																																															-0.16699999999999998																												1.51									-0.35100000000000003																-0.536																								
YOR287C_S41_S42	-0.36750000000000005		0.175		1.11	-0.7170000000000001	-0.1455	-0.431		-1.015		0.408	0.385	0.821	0.118	-0.396		-0.3375		-0.5554999999999999				-0.728	-1.072				-0.37			0.078	-0.32	-0.7	0.368	0.12300000000000001	-0.379	0.7649999999999999	-0.276	0.134	-0.532		-0.22199999999999998	0.767	-0.295		0.184	-0.374		-0.6085	0.8085000000000001		-0.159	-0.277	-0.48700000000000004		1.4469999999999998	0.051	-0.313	1.3605		0.03	0.128	-0.292	0.0			-0.23600000000000002	-0.505	-0.068	0.028999999999999998	-1.409	-0.414	-0.594	0.374	-0.209	0.1925		0.205	-0.12250000000000001	-0.142		-0.27	-0.34199999999999997	-0.172	0.47200000000000003	0.302	-0.0865	-0.488	0.4205			0.2685				-0.2465		0.0	-0.07650000000000001	-0.36650000000000005	-0.773	-0.238		0.365	0.38049999999999995	0.555			-0.1195			-0.304	0.44249999999999995			0.257		-1.081	-0.45399999999999996	-0.013000000000000001	0.125	0.1305	
